rir_name,T60_125Hz,T60_250Hz,T60_500Hz,T60_1000Hz,T60_2000Hz,T60_4000Hz,T60_8000Hz,Source_Pos,Receiver_Pos,mesh_name,Distance,delay,peak_onset,peak_amplitude,peak_amplitude_normalized_by_distance
e8f66ab3-518a-47fd-a828-34590e4156ad/L2_R0027.wav,0.31,0.27,0.22,0.25,0.25,0.23,0.22,[ 3.4725  1.9    -6.0248],[ 4.4725  1.9    -3.0248],e8f66ab3-518a-47fd-a828-34590e4156ad/house.obj,3.1622776601683795,147.51149435187776,147.0,0.3817296028137207,1.2071349952027777
ece8e167-2a42-486c-9fba-7ea04a71a035/L3_R0011.wav,0.78,0.76,0.57,0.59,0.54,0.56,0.51,[ 0.9547  0.9    -1.1663],[ 0.9547  0.9    -2.1663],ece8e167-2a42-486c-9fba-7ea04a71a035/house.obj,1.0000000000000002,46.64723032069972,46.0,1.0011416673660278,1.001141667366028
86223b94-4407-468b-b593-c436c1ee5127/L3_R0036.wav,0.59,0.7,0.71,1.03,0.98,0.83,0.66,[0.6376 2.     1.0952],[-2.3624  1.      0.0952],86223b94-4407-468b-b593-c436c1ee5127/house.obj,3.3166247903554,154.71136048305073,155.0,0.3568978011608124,1.1836960949532824
86223b94-4407-468b-b593-c436c1ee5127/L4_R0018.wav,0.63,0.62,0.74,1.02,0.98,0.83,0.66,[-1.3624  1.      1.0952],[-2.3624  1.     -1.9048],86223b94-4407-468b-b593-c436c1ee5127/house.obj,3.1622776601683795,147.51149435187776,147.0,0.3810101747512817,1.2048599639128283
86223b94-4407-468b-b593-c436c1ee5127/L4_R0024.wav,0.65,0.66,0.76,1.01,0.99,0.83,0.66,[-1.3624  1.      1.0952],[-1.3624  2.     -1.9048],86223b94-4407-468b-b593-c436c1ee5127/house.obj,3.1622776601683795,147.51149435187776,147.0,0.3793475925922394,1.1996024174930944
86223b94-4407-468b-b593-c436c1ee5127/L4_R0048.wav,0.58,0.6,0.7,0.99,0.98,0.83,0.66,[-1.3624  1.      1.0952],[-0.3624  1.      1.0952],86223b94-4407-468b-b593-c436c1ee5127/house.obj,1.0,46.647230320699705,46.0,0.998258650302887,0.998258650302887
86223b94-4407-468b-b593-c436c1ee5127/L5_R0028.wav,0.57,0.66,0.75,1.04,0.99,0.84,0.67,[-0.3624  1.      4.0952],[-2.3624  1.     -0.9048],86223b94-4407-468b-b593-c436c1ee5127/house.obj,5.385164807134504,251.20302307332963,250.0,0.1798237413167953,0.9683804832264649
4a2af13b-ca75-4c80-b52e-e47a55b7b636/L3_R0056.wav,0.97,0.81,0.54,0.51,0.5,0.49,0.43,[-3.522   0.9     2.9137],[-5.522   0.9    -2.0863],4a2af13b-ca75-4c80-b52e-e47a55b7b636/house.obj,5.385164807134504,251.20302307332963,250.0,0.1817515790462494,0.9787622071209872
4a2af13b-ca75-4c80-b52e-e47a55b7b636/L3_R0141.wav,0.98,0.66,0.51,0.45,0.52,0.47,0.41,[-3.522   0.9     2.9137],[-3.522   1.9     2.9137],4a2af13b-ca75-4c80-b52e-e47a55b7b636/house.obj,1.0,46.6472303206997,46.0,1.0006343126296997,1.0006343126296997
cf11351b-d370-40bc-afa0-3f0e09c74d1e/L4_R0005.wav,0.77,0.71,0.67,0.63,0.61,0.61,0.59,[-0.074   0.999   0.6281],[ 0.926   0.999  -5.3719],cf11351b-d370-40bc-afa0-3f0e09c74d1e/house.obj,6.082762530298219,283.7440247369432,297.0,0.1189503297209739,0.7235466085933587
cf11351b-d370-40bc-afa0-3f0e09c74d1e/L4_R0048.wav,0.65,0.55,0.58,0.59,0.57,0.57,0.54,[-0.074   0.999   0.6281],[-0.074   1.999   0.6281],cf11351b-d370-40bc-afa0-3f0e09c74d1e/house.obj,1.0,46.647230320699705,46.0,1.000597596168518,1.000597596168518
200710c5-dab8-441c-b61c-bc1379424dfc/L1_R0206.wav,0.56,0.4,0.4,0.44,0.42,0.4,0.39,[4.1133 0.9    6.0217],[3.1133 0.9    6.0217],200710c5-dab8-441c-b61c-bc1379424dfc/house.obj,0.9999999999999996,46.64723032069968,46.0,1.0002927780151367,1.0002927780151363
e59618e8-5343-4f81-9906-360b10d2f935/L3_R0115.wav,0.6,0.65,0.68,0.71,0.47,0.47,0.45,[-0.5089  1.9993 -3.9436],[0.4911 0.9993 4.0564],e59618e8-5343-4f81-9906-360b10d2f935/house.obj,8.12403840463596,378.9638905952635,389.0,0.1386476755142212,1.1263790405910379
e4da8268-182b-43c7-b9a9-fb3e9880fd7e/L4_R0050.wav,0.87,1.05,1.01,1.05,0.69,0.44,0.42,[-1.883   0.9     2.3881],[ 0.117   1.9    -2.6119],e4da8268-182b-43c7-b9a9-fb3e9880fd7e/house.obj,5.477225575051661,255.49740291786176,256.0,0.1608646512031555,0.8810919816916882
ba71ec6d-a916-4495-9bf8-e968f4206bed/L2_R0001.wav,0.62,0.62,0.54,0.53,0.58,0.57,0.51,[-2.5581  0.9     0.6721],[-3.5581  1.9    -2.3279],ba71ec6d-a916-4495-9bf8-e968f4206bed/house.obj,3.3166247903554,154.71136048305073,155.0,0.3512044847011566,1.1648135004438498
ba1ea4ea-d448-4abb-a7fd-de1ae548f136/L1_R0061.wav,0.68,0.55,0.65,0.66,0.36,0.33,0.31,[-2.1759  0.9    -1.081 ],[-2.1759  0.9    -2.081 ],ba1ea4ea-d448-4abb-a7fd-de1ae548f136/house.obj,1.0,46.647230320699705,46.0,0.9975829124450684,0.9975829124450684
20c7cedd-3f8d-455d-b043-ccdabac8f3c7/L1_R0011.wav,0.49,0.5,0.6,0.71,0.62,0.65,0.6,[ 2.3649  1.9    -0.395 ],[ 2.3649  1.9    -1.395 ],20c7cedd-3f8d-455d-b043-ccdabac8f3c7/house.obj,1.0,46.647230320699705,46.0,0.9988784193992616,0.9988784193992616
20c7cedd-3f8d-455d-b043-ccdabac8f3c7/L4_R0009.wav,0.52,0.49,0.61,0.64,0.62,0.64,0.6,[ 0.3649  0.9    -1.395 ],[ 0.3649  1.9    -1.395 ],20c7cedd-3f8d-455d-b043-ccdabac8f3c7/house.obj,1.0,46.6472303206997,46.0,1.0009530782699585,1.0009530782699585
20c7cedd-3f8d-455d-b043-ccdabac8f3c7/L5_R0022.wav,0.46,0.47,0.67,0.75,0.6,0.63,0.59,[ 1.3649  1.9    -3.395 ],[2.3649 1.9    0.605 ],20c7cedd-3f8d-455d-b043-ccdabac8f3c7/house.obj,4.123105625617661,192.3314577547597,191.0,0.2296477407217025,0.9468618916800374
226ea487-030d-456e-ac5f-e5afe1327571/L1_R0002.wav,0.47,0.68,0.77,0.8,0.61,0.71,0.69,[ 1.7138  2.     -0.8973],[ 1.7138  1.     -0.8973],226ea487-030d-456e-ac5f-e5afe1327571/house.obj,1.0,46.647230320699705,46.0,1.0015026330947876,1.0015026330947876
226ea487-030d-456e-ac5f-e5afe1327571/L2_R0007.wav,0.43,0.44,0.49,0.48,0.5,0.58,0.56,[-0.2862  1.      1.1027],[-1.2862  1.      1.1027],226ea487-030d-456e-ac5f-e5afe1327571/house.obj,1.0,46.647230320699705,46.0,0.9975767135620116,0.9975767135620116
226ea487-030d-456e-ac5f-e5afe1327571/L5_R0001.wav,0.46,0.45,0.65,0.67,0.61,0.71,0.69,[-0.2862  2.      1.1027],[ 0.7138  1.     -0.8973],226ea487-030d-456e-ac5f-e5afe1327571/house.obj,2.449489742783178,114.26191219979836,130.0,0.4280610084533691,1.0485310494919509
06c71abf-71dc-4831-9917-8bc23a49d2a6/L3_R0014.wav,0.56,0.51,0.36,0.39,0.37,0.35,0.34,[ 2.3873  2.     -0.0302],[-2.6127  2.     -5.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj,7.071067811865476,329.8457288333749,328.0,0.1059314236044883,0.7490482797147839
06c71abf-71dc-4831-9917-8bc23a49d2a6/L4_R0012.wav,0.53,0.49,0.35,0.4,0.36,0.36,0.37,[-1.6127  1.     -0.0302],[ 2.3873  1.     -5.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj,6.4031242374328485,298.6880110755848,299.0,0.1308014541864395,0.837537961592653
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0039.wav,0.49,0.43,0.36,0.37,0.35,0.32,0.3,[ 1.3873  1.     -1.0302],[ 1.3873  1.     -2.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj,0.9999999999999998,46.6472303206997,46.0,1.0013420581817627,1.0013420581817625
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0078.wav,0.56,0.56,0.33,0.36,0.33,0.33,0.32,[ 1.3873  1.     -1.0302],[-3.6127  2.      0.9698],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj,5.477225575051661,255.49740291786176,256.0,0.1644280701875686,0.9006096312877404
f6bf9761-7493-486f-8c70-831e83eab521/L2_R0011.wav,1.54,1.5,1.41,1.41,1.2,0.77,0.72,[ 1.6111  1.9985 -1.8064],[-1.3889  1.9985 -2.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,3.1622776601683795,147.51149435187776,147.0,0.3794127106666565,1.1998083389250969
f6bf9761-7493-486f-8c70-831e83eab521/L2_R0012.wav,1.32,1.44,1.15,1.06,0.88,0.59,0.54,[ 1.6111  1.9985 -1.8064],[ 0.6111  1.9985 -1.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,1.0,46.647230320699705,46.0,1.0021076202392578,1.0021076202392578
f6bf9761-7493-486f-8c70-831e83eab521/L2_R0013.wav,1.42,1.64,1.15,1.06,0.86,0.58,0.53,[ 1.6111  1.9985 -1.8064],[ 2.6111  1.9985 -1.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,1.0,46.647230320699705,46.0,1.0024478435516355,1.0024478435516355
f6bf9761-7493-486f-8c70-831e83eab521/L3_R0008.wav,1.04,1.22,0.93,0.9,0.72,0.51,0.47,[ 2.6111  1.9985 -3.8064],[ 0.6111  1.9985 -3.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,2.0,93.2944606413994,108.0,0.4447730779647827,0.8895461559295654
f6bf9761-7493-486f-8c70-831e83eab521/L5_R0007.wav,1.31,1.28,1.26,1.3,1.08,0.73,0.68,[-2.3889  1.9985 -3.8064],[-1.3889  1.9985 -3.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,1.0,46.647230320699705,46.0,1.0120002031326294,1.0120002031326294
7f8636c8-33d3-4221-bfcf-ccdd43f519af/L1_R0025.wav,0.78,0.9,0.92,1.0,0.97,0.92,0.82,[-2.4347  1.9    -1.053 ],[ 1.5653  1.9    -0.053 ],7f8636c8-33d3-4221-bfcf-ccdd43f519af/house.obj,4.123105625617661,192.3314577547597,191.0,0.2279544919729232,0.9398804482383755
7f8636c8-33d3-4221-bfcf-ccdd43f519af/L1_R0036.wav,0.67,0.92,0.93,1.01,1.01,0.94,0.82,[-2.4347  1.9    -1.053 ],[-2.4347  0.9     1.947 ],7f8636c8-33d3-4221-bfcf-ccdd43f519af/house.obj,3.1622776601683795,147.51149435187776,147.0,0.383043497800827,1.2112898959683112
7f8636c8-33d3-4221-bfcf-ccdd43f519af/L1_R0040.wav,0.67,0.89,0.9,1.01,0.99,0.92,0.81,[-2.4347  1.9    -1.053 ],[-3.4347  1.9     1.947 ],7f8636c8-33d3-4221-bfcf-ccdd43f519af/house.obj,3.1622776601683795,147.51149435187776,147.0,0.3828789889812469,1.2107696734032523
7b3f28a6-bac8-48b3-bfa7-61a84e648236/L3_R0010.wav,0.43,0.39,0.3,0.34,0.29,0.29,0.28,[ 1.4295  1.9    -3.2683],[ 0.4295  1.9    -3.2683],7b3f28a6-bac8-48b3-bfa7-61a84e648236/house.obj,1.0,46.647230320699705,46.0,0.9972664713859558,0.9972664713859558
510e1d36-b89a-4e57-91fe-87671d00977e/L1_R0037.wav,0.61,0.46,0.72,0.86,0.33,0.31,0.29,[0.5653 1.9    0.947 ],[0.5653 1.9    1.947 ],510e1d36-b89a-4e57-91fe-87671d00977e/house.obj,1.0,46.647230320699705,46.0,0.997154951095581,0.997154951095581
510e1d36-b89a-4e57-91fe-87671d00977e/L4_R0019.wav,0.67,0.55,0.7,0.65,0.45,0.42,0.39,[-3.4347  1.9    -2.053 ],[-3.4347  1.9    -1.053 ],510e1d36-b89a-4e57-91fe-87671d00977e/house.obj,1.0,46.647230320699705,46.0,0.998660683631897,0.998660683631897
6757aaa0-e830-48cf-81d3-f670f19aa9c5/L4_R0035.wav,0.33,0.33,0.39,0.39,0.39,0.39,0.38,[-0.9953  1.9995  4.1648],[-0.9953  1.9995 -1.8352],6757aaa0-e830-48cf-81d3-f670f19aa9c5/house.obj,6.0,279.88338192419826,296.0,0.1836941540241241,1.1021649241447444
5c4eba53-f5fa-4669-9e52-6f2a7a1919fb/L3_R0024.wav,0.71,0.75,0.75,0.84,0.84,0.8,0.71,[-4.5211  1.9     0.5737],[ 2.4789  1.9    -0.4263],5c4eba53-f5fa-4669-9e52-6f2a7a1919fb/house.obj,7.071067811865476,329.8457288333749,346.0,0.1205983906984329,0.8527593986304657
fb66724c-42df-4607-b88c-8e35864316e6/L2_R0009.wav,1.97,1.82,1.68,1.73,1.65,1.34,1.02,[-1.5378  1.9    -0.2986],[ 3.4622  1.9    -2.2986],fb66724c-42df-4607-b88c-8e35864316e6/house.obj,5.385164807134504,251.20302307332963,250.0,0.181735023856163,0.9786730546939585
78e9ca5b-4781-45dc-8417-1c82e7435761/L1_R0049.wav,0.53,0.85,1.0,1.16,0.52,0.55,0.53,[-4.2735  1.9     0.0834],[-4.2735  0.9     0.0834],78e9ca5b-4781-45dc-8417-1c82e7435761/house.obj,1.0,46.6472303206997,46.0,1.0000760555267334,1.0000760555267334
e1119a13-1dcf-46c1-88e5-d028b528b634/L1_R0103.wav,0.17,0.2,0.13,0.21,0.22,0.18,0.17,[-2.9666  0.9998 -3.5262],[-2.9666  0.9998  1.4738],e1119a13-1dcf-46c1-88e5-d028b528b634/house.obj,5.0,233.2361516034985,251.0,0.1611747741699218,0.8058738708496089
e1119a13-1dcf-46c1-88e5-d028b528b634/L4_R0044.wav,0.19,0.17,0.18,0.25,0.23,0.19,0.18,[-1.9666  0.9998  4.4738],[-2.9666  1.9998 -3.5262],e1119a13-1dcf-46c1-88e5-d028b528b634/house.obj,8.12403840463596,378.9638905952635,377.0,0.0996620953083038,0.8096586897711495
145a8dee-2950-4483-90e6-36e70fec5c60/L2_R0009.wav,0.1,0.18,0.19,0.2,0.2,0.18,0.16,[-3.9249  1.9994  2.3046],[-2.9249  1.9994 -1.6954],145a8dee-2950-4483-90e6-36e70fec5c60/house.obj,4.123105625617661,192.3314577547597,191.0,0.221322551369667,0.9125362566283277
145a8dee-2950-4483-90e6-36e70fec5c60/L4_R0004.wav,0.13,0.18,0.22,0.23,0.2,0.19,0.16,[-3.9249  1.9994  1.3046],[-2.9249  0.9994 -1.6954],145a8dee-2950-4483-90e6-36e70fec5c60/house.obj,3.3166247903554,154.71136048305073,155.0,0.3515493869781494,1.1659574118859741
2ed23edd-aebf-4fdc-bbe5-660409e5ae00/L2_R0002.wav,0.6,0.64,0.6,0.58,0.43,0.4,0.38,[-1.3057  1.9    -2.9728],[-1.3057  1.9    -1.9728],2ed23edd-aebf-4fdc-bbe5-660409e5ae00/house.obj,0.9999999999999998,46.6472303206997,46.0,0.9991960525512696,0.9991960525512694
2ed23edd-aebf-4fdc-bbe5-660409e5ae00/L3_R0002.wav,0.56,0.58,0.61,0.59,0.43,0.39,0.37,[-0.3057  1.9    -1.9728],[-1.3057  1.9    -1.9728],2ed23edd-aebf-4fdc-bbe5-660409e5ae00/house.obj,1.0,46.647230320699705,46.0,0.9930330514907836,0.9930330514907836
2ed23edd-aebf-4fdc-bbe5-660409e5ae00/L5_R0001.wav,1.01,1.03,0.86,0.74,0.49,0.48,0.44,[ 2.6943  1.9    -4.9728],[ 2.6943  1.9    -3.9728],2ed23edd-aebf-4fdc-bbe5-660409e5ae00/house.obj,1.0000000000000004,46.64723032069973,46.0,0.9989219903945924,0.9989219903945928
354509b3-76e3-4e5b-b554-9237d47aec90/L3_R0086.wav,1.63,1.61,1.26,1.04,0.67,0.66,0.57,[ 0.6054  0.9998 -0.2869],[3.6054 1.9998 0.7131],354509b3-76e3-4e5b-b554-9237d47aec90/house.obj,3.3166247903554,154.71136048305073,155.0,0.3508552610874176,1.1636552567491454
ff62772e-a408-414f-9494-b60d8404745e/L1_R0023.wav,0.52,0.66,0.54,0.58,0.74,0.85,0.8,[-3.0312  1.9    -1.1427],[-3.0312  1.9    -0.1427],ff62772e-a408-414f-9494-b60d8404745e/house.obj,1.0,46.647230320699705,46.0,0.999542474746704,0.999542474746704
ff62772e-a408-414f-9494-b60d8404745e/L1_R0035.wav,0.48,0.57,0.58,0.63,0.74,0.86,0.81,[-3.0312  1.9    -1.1427],[-3.0312  0.9     1.8573],ff62772e-a408-414f-9494-b60d8404745e/house.obj,3.1622776601683795,147.51149435187776,147.0,0.3819624483585357,1.2078713174674158
ff62772e-a408-414f-9494-b60d8404745e/L2_R0020.wav,0.67,0.51,0.54,0.58,0.73,0.84,0.8,[-3.0312  0.9     0.8573],[-3.0312  0.9    -0.1427],ff62772e-a408-414f-9494-b60d8404745e/house.obj,1.0,46.647230320699705,46.0,0.9977154731750488,0.9977154731750488
ff62772e-a408-414f-9494-b60d8404745e/L5_R0012.wav,0.51,0.58,0.58,0.63,0.74,0.84,0.8,[-4.0312  0.9    -2.1427],[-3.0312  0.9    -2.1427],ff62772e-a408-414f-9494-b60d8404745e/house.obj,1.0,46.647230320699705,46.0,0.9991745352745056,0.9991745352745056
e99c8897-d6c6-4b93-befe-2742a41275f7/L4_R0102.wav,1.12,1.28,1.12,0.82,0.79,0.76,0.67,[-2.5905  0.9999  3.7047],[-5.5905  0.9999  2.7047],e99c8897-d6c6-4b93-befe-2742a41275f7/house.obj,3.162277660168379,147.51149435187773,147.0,0.3829083740711212,1.2108625972165037
e99c8897-d6c6-4b93-befe-2742a41275f7/L5_R0003.wav,1.34,1.3,1.14,0.94,0.89,0.84,0.76,[2.4095 1.9999 3.7047],[ 1.4095  0.9999 -4.2953],e99c8897-d6c6-4b93-befe-2742a41275f7/house.obj,8.12403840463596,378.9638905952635,377.0,0.0999001637101173,0.8115927666104127
e99c8897-d6c6-4b93-befe-2742a41275f7/L5_R0124.wav,1.03,1.24,1.12,0.91,0.85,0.8,0.73,[2.4095 1.9999 3.7047],[-6.5905  1.9999  3.7047],e99c8897-d6c6-4b93-befe-2742a41275f7/house.obj,9.0,419.8250728862974,419.0,0.0784674137830734,0.7062067240476606
b765f7c7-09af-4952-898b-f04f17fba1f1/L3_R0079.wav,1.11,1.23,0.88,1.19,1.25,1.12,0.91,[1.9596 1.9974 5.877 ],[1.9596 0.9974 3.877 ],b765f7c7-09af-4952-898b-f04f17fba1f1/house.obj,2.23606797749979,104.30637795917389,117.0,0.5506511926651001,1.2312934986904975
f936d670-ce9a-4fdd-a20d-8e790dbb92c5/L2_R0056.wav,0.42,0.56,0.73,0.83,0.38,0.36,0.37,[-2.2866  1.     -0.7845],[ 1.7134  2.     -0.7845],f936d670-ce9a-4fdd-a20d-8e790dbb92c5/house.obj,4.123105625617661,192.3314577547597,191.0,0.2319721579551696,0.9564457094516283
0e419fb6-6c84-4dd0-ab16-a1d561d36e69/L1_R0020.wav,0.7,0.86,0.87,0.98,0.9,0.71,0.57,[0.1935 1.9    4.6672],[0.1935 1.9    3.6672],0e419fb6-6c84-4dd0-ab16-a1d561d36e69/house.obj,1.0000000000000004,46.64723032069973,46.0,1.0004900693893433,1.0004900693893437
0e419fb6-6c84-4dd0-ab16-a1d561d36e69/L3_R0013.wav,0.82,0.88,0.78,1.07,1.02,0.79,0.64,[-1.8065  1.9    -0.3328],[-1.8065  1.9     0.6672],0e419fb6-6c84-4dd0-ab16-a1d561d36e69/house.obj,1.0,46.647230320699705,46.0,1.1087969541549685,1.1087969541549685
0e419fb6-6c84-4dd0-ab16-a1d561d36e69/L5_R0008.wav,1.0,1.18,0.92,1.33,1.24,0.98,0.81,[-3.8065  1.9     1.6672],[-7.8065  1.9     0.6672],0e419fb6-6c84-4dd0-ab16-a1d561d36e69/house.obj,4.12310562561766,192.33145775475964,191.0,0.2274285405874252,0.9377118951220271
6fe3cf2d-8353-4541-8de2-33158182ba33/L5_R0042.wav,0.54,0.65,0.48,0.71,0.75,0.74,0.66,[-1.4614  2.      1.6382],[-2.4614  2.      1.6382],6fe3cf2d-8353-4541-8de2-33158182ba33/house.obj,0.9999999999999998,46.6472303206997,46.0,1.0037639141082764,1.0037639141082761
