rir_name,T60_125Hz,T60_250Hz,T60_500Hz,T60_1000Hz,T60_2000Hz,T60_4000Hz,T60_8000Hz,Source_Pos,Receiver_Pos,mesh_name
3186dc14-6778-4412-8792-68bbc2dae22a/L4_R0020.wav,0.85,0.99,0.79,0.93,1.01,0.98,0.87,[ 0.7218  1.9987 -0.6561],[-0.2782  0.9987 -1.6561],3186dc14-6778-4412-8792-68bbc2dae22a/house.obj
3186dc14-6778-4412-8792-68bbc2dae22a/L5_R0027.wav,1.27,1.1,0.95,1.02,1.08,1.05,0.93,[-2.2782  1.9987 -0.6561],[-0.2782  1.9987 -0.6561],3186dc14-6778-4412-8792-68bbc2dae22a/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L1_R0009.wav,0.23,0.23,0.25,0.29,0.28,0.26,0.27,[3.2392 1.9985 0.1413],[-3.7608  0.9985  0.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L1_R0030.wav,0.2,0.18,0.21,0.22,0.22,0.22,0.21,[3.2392 1.9985 0.1413],[5.2392 0.9985 1.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L2_R0013.wav,0.26,0.33,0.3,0.32,0.31,0.29,0.29,[-0.7608  0.9985  0.1413],[2.2392 0.9985 0.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L2_R0017.wav,0.27,0.27,0.29,0.32,0.31,0.29,0.27,[-0.7608  0.9985  0.1413],[-0.7608  1.9985  0.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L2_R0019.wav,0.22,0.29,0.39,0.33,0.29,0.27,0.28,[-0.7608  0.9985  0.1413],[2.2392 1.9985 0.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L2_R0024.wav,0.29,0.26,0.37,0.47,0.31,0.28,0.28,[-0.7608  0.9985  0.1413],[-1.7608  0.9985  1.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L2_R0038.wav,0.18,0.23,0.3,0.34,0.31,0.28,0.28,[-0.7608  0.9985  0.1413],[2.2392 1.9985 1.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L2_R0045.wav,0.26,0.3,0.33,0.31,0.3,0.3,0.29,[-0.7608  0.9985  0.1413],[-3.7608  0.9985  2.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L2_R0048.wav,0.28,0.23,0.28,0.3,0.29,0.28,0.28,[-0.7608  0.9985  0.1413],[-5.7608  1.9985  2.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
6de860f5-8cca-498d-830c-7e9b301a43bd/L4_R0013.wav,0.18,0.18,0.2,0.21,0.23,0.22,0.21,[1.2392 0.9985 1.1413],[2.2392 0.9985 0.1413],6de860f5-8cca-498d-830c-7e9b301a43bd/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L1_R0071.wav,0.6,0.57,0.43,0.42,0.36,0.37,0.36,[-1.6127  2.     -3.0302],[-3.6127  1.      0.9698],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L3_R0014.wav,0.56,0.51,0.36,0.39,0.37,0.35,0.34,[ 2.3873  2.     -0.0302],[-2.6127  2.     -5.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L4_R0012.wav,0.53,0.49,0.35,0.4,0.36,0.36,0.37,[-1.6127  1.     -0.0302],[ 2.3873  1.     -5.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L4_R0019.wav,0.57,0.49,0.37,0.42,0.35,0.34,0.34,[-1.6127  1.     -0.0302],[ 0.3873  1.     -4.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L4_R0081.wav,0.48,0.44,0.32,0.35,0.33,0.3,0.29,[-1.6127  1.     -0.0302],[-0.6127  2.      0.9698],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0017.wav,0.51,0.48,0.37,0.4,0.36,0.34,0.34,[ 1.3873  1.     -1.0302],[-2.6127  1.     -4.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0039.wav,0.49,0.43,0.36,0.37,0.35,0.32,0.3,[ 1.3873  1.     -1.0302],[ 1.3873  1.     -2.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0067.wav,0.56,0.53,0.34,0.37,0.33,0.32,0.31,[ 1.3873  1.     -1.0302],[-0.6127  2.     -0.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0078.wav,0.56,0.56,0.33,0.36,0.33,0.33,0.32,[ 1.3873  1.     -1.0302],[-3.6127  2.      0.9698],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0103.wav,0.56,0.52,0.38,0.48,0.37,0.34,0.33,[ 1.3873  1.     -1.0302],[-0.6127  1.      5.9698],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L1_R0007.wav,0.78,0.64,0.52,0.46,0.39,0.37,0.34,[7.0763 0.9    0.9633],[ 6.0763  0.9    -4.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L1_R0008.wav,0.76,0.62,0.52,0.48,0.41,0.38,0.35,[7.0763 0.9    0.9633],[ 7.0763  0.9    -4.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L2_R0033.wav,0.76,0.61,0.48,0.43,0.38,0.35,0.35,[ 8.0763  1.9    -3.0367],[7.0763 0.9    1.9633],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L3_R0012.wav,0.38,0.37,0.33,0.3,0.34,0.3,0.29,[ 6.0763  1.9    -5.0367],[ 6.0763  1.9    -4.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L3_R0022.wav,0.76,0.59,0.5,0.44,0.38,0.36,0.34,[ 6.0763  1.9    -5.0367],[ 8.0763  1.9    -1.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L4_R0010.wav,0.77,0.58,0.52,0.51,0.43,0.39,0.39,[6.0763 0.9    1.9633],[ 9.0763  0.9    -4.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L4_R0020.wav,0.72,0.69,0.48,0.47,0.41,0.36,0.34,[6.0763 0.9    1.9633],[ 7.0763  1.9    -3.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L4_R0024.wav,0.77,0.5,0.5,0.43,0.33,0.29,0.28,[6.0763 0.9    1.9633],[ 7.0763  0.9    -0.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L5_R0018.wav,0.74,0.57,0.44,0.41,0.39,0.35,0.33,[ 8.0763  0.9    -1.0367],[ 8.0763  0.9    -3.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
69616c1a-d503-407c-bdd5-923f1484522d/L5_R0027.wav,0.95,0.58,0.48,0.42,0.35,0.31,0.28,[ 8.0763  0.9    -1.0367],[ 7.0763  1.9    -0.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L1_R0015.wav,0.56,0.7,0.86,0.89,0.84,0.81,0.73,[1.4622 1.9    0.8832],[-2.5378  0.9    -0.1168],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L1_R0029.wav,0.57,0.71,0.82,0.85,0.83,0.81,0.72,[1.4622 1.9    0.8832],[-1.5378  1.9     0.8832],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L2_R0003.wav,0.53,0.7,0.8,0.84,0.78,0.78,0.67,[-0.5378  1.9    -1.1168],[-0.5378  1.9    -3.1168],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L2_R0027.wav,0.62,0.68,0.78,0.84,0.78,0.77,0.66,[-0.5378  1.9    -1.1168],[-3.5378  1.9     0.8832],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L3_R0010.wav,0.63,0.7,0.81,0.9,0.8,0.79,0.68,[-1.5378  1.9     2.8832],[ 0.4622  0.9    -1.1168],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L3_R0019.wav,0.7,0.77,0.82,0.84,0.78,0.77,0.65,[-1.5378  1.9     2.8832],[-2.5378  1.9    -0.1168],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L4_R0016.wav,0.63,0.63,0.84,0.86,0.8,0.79,0.68,[ 0.4622  1.9    -2.1168],[-1.5378  0.9    -0.1168],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L5_R0009.wav,0.64,0.79,0.82,0.87,0.82,0.81,0.71,[1.4622 0.9    2.8832],[-1.5378  0.9    -1.1168],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L5_R0029.wav,0.56,0.79,0.83,0.9,0.84,0.81,0.71,[1.4622 0.9    2.8832],[-1.5378  1.9     0.8832],3a1725be-3169-4445-8527-128712c63b2b/house.obj
3a1725be-3169-4445-8527-128712c63b2b/L5_R0031.wav,0.46,0.52,0.57,0.56,0.64,0.64,0.58,[1.4622 0.9    2.8832],[2.4622 1.9    0.8832],3a1725be-3169-4445-8527-128712c63b2b/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L1_R0012.wav,0.25,0.29,0.37,0.39,0.33,0.31,0.3,[-3.515  0.9    1.51 ],[-3.515  1.9   -3.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L1_R0013.wav,0.27,0.33,0.41,0.4,0.32,0.31,0.29,[-3.515  0.9    1.51 ],[-2.515  1.9   -3.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L1_R0026.wav,0.26,0.31,0.48,0.57,0.3,0.28,0.27,[-3.515  0.9    1.51 ],[ 0.485  1.9   -2.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L1_R0048.wav,0.26,0.28,0.35,0.43,0.26,0.24,0.22,[-3.515  0.9    1.51 ],[-2.515  0.9    1.51 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L1_R0061.wav,0.25,0.25,0.28,0.37,0.31,0.29,0.28,[-3.515  0.9    1.51 ],[-1.515  1.9    3.51 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L2_R0004.wav,0.32,0.35,0.44,0.41,0.3,0.29,0.27,[-2.515  0.9    0.51 ],[-3.515  1.9   -4.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L2_R0013.wav,0.28,0.28,0.47,0.42,0.3,0.29,0.28,[-2.515  0.9    0.51 ],[-2.515  1.9   -3.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L3_R0039.wav,0.36,0.48,0.64,0.52,0.3,0.27,0.25,[ 1.485  1.9   -2.49 ],[ 0.485  1.9   -0.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L4_R0040.wav,0.33,0.34,0.39,0.38,0.35,0.31,0.29,[-2.515  0.9    3.51 ],[ 1.485  1.9   -0.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
1c36e327-2733-4f9d-a270-06c172052031/L5_R0036.wav,0.25,0.33,0.68,0.48,0.3,0.28,0.28,[-1.515  1.9   -2.49 ],[-2.515  0.9   -0.49 ],1c36e327-2733-4f9d-a270-06c172052031/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L1_R0009.wav,0.91,1.02,1.51,1.6,1.6,1.4,1.15,[ 2.6902  1.9    -2.6092],[ 3.6902  1.9    -2.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L2_R0010.wav,0.62,0.62,0.5,0.9,0.86,0.84,0.74,[-3.3098  1.9    -2.6092],[-3.3098  0.9    -1.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L2_R0014.wav,0.75,0.79,0.83,1.18,1.14,1.05,0.95,[-3.3098  1.9    -2.6092],[ 0.6902  1.9    -1.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L3_R0003.wav,0.94,1.16,1.49,1.51,1.48,1.34,1.21,[ 2.6902  1.9    -3.6092],[-0.3098  1.9    -3.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L3_R0007.wav,0.92,1.13,1.46,1.53,1.5,1.35,1.22,[ 2.6902  1.9    -3.6092],[-0.3098  1.9    -2.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L3_R0010.wav,0.98,1.17,1.5,1.37,1.31,1.24,1.17,[ 2.6902  1.9    -3.6092],[-3.3098  0.9    -1.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L3_R0016.wav,0.99,1.19,1.49,1.57,1.54,1.38,1.23,[ 2.6902  1.9    -3.6092],[ 0.6902  1.9    -0.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L4_R0001.wav,0.8,1.12,1.48,1.56,1.54,1.35,1.12,[ 2.6902  1.9    -4.6092],[ 3.6902  1.9    -4.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L5_R0014.wav,1.03,1.02,1.47,1.57,1.52,1.37,1.23,[ 3.6902  1.9    -3.6092],[ 0.6902  1.9    -1.6092],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
07e1fc5d-2c74-4b12-8100-95f55d396e31/L5_R0021.wav,0.61,1.15,1.35,1.24,1.12,1.09,1.07,[ 3.6902  1.9    -3.6092],[-3.3098  1.9     4.3908],07e1fc5d-2c74-4b12-8100-95f55d396e31/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L1_R0001.wav,0.72,0.64,0.65,0.7,0.53,0.52,0.51,[-2.7098  0.9     1.0276],[ 1.2902  0.9    -4.9724],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L1_R0028.wav,0.6,0.59,0.58,0.64,0.52,0.51,0.49,[-2.7098  0.9     1.0276],[-0.7098  0.9    -0.9724],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L2_R0027.wav,0.77,0.58,0.52,0.56,0.47,0.49,0.47,[ 0.2902  0.9    -4.9724],[-1.7098  0.9    -0.9724],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L3_R0020.wav,0.71,0.6,0.63,0.78,0.56,0.58,0.54,[-3.7098  1.9     3.0276],[ 2.2902  0.9    -1.9724],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L3_R0041.wav,0.64,0.58,0.71,0.77,0.53,0.53,0.5,[-3.7098  1.9     3.0276],[0.2902 1.9    0.0276],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L3_R0042.wav,0.57,0.61,0.69,0.76,0.5,0.5,0.48,[-3.7098  1.9     3.0276],[-3.7098  0.9     1.0276],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L4_R0051.wav,0.81,0.57,0.74,0.76,0.55,0.55,0.52,[-0.7098  1.9    -4.9724],[-1.7098  1.9     2.0276],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L5_R0005.wav,0.53,0.64,0.65,0.68,0.5,0.52,0.49,[-1.7098  1.9     1.0276],[ 2.2902  0.9    -3.9724],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
