rir_name,T60_125Hz,T60_250Hz,T60_500Hz,T60_1000Hz,T60_2000Hz,T60_4000Hz,T60_8000Hz,Source_Pos,Receiver_Pos,mesh_name,Distance
06c71abf-71dc-4831-9917-8bc23a49d2a6/L5_R0039.wav,0.49,0.43,0.36,0.37,0.35,0.32,0.3,[ 1.3873  1.     -1.0302],[ 1.3873  1.     -2.0302],06c71abf-71dc-4831-9917-8bc23a49d2a6/house.obj,0.9999999999999998
f6bf9761-7493-486f-8c70-831e83eab521/L2_R0012.wav,1.32,1.44,1.15,1.06,0.88,0.59,0.54,[ 1.6111  1.9985 -1.8064],[ 0.6111  1.9985 -1.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,1.0
f6bf9761-7493-486f-8c70-831e83eab521/L2_R0013.wav,1.42,1.64,1.15,1.06,0.86,0.58,0.53,[ 1.6111  1.9985 -1.8064],[ 2.6111  1.9985 -1.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,1.0
f6bf9761-7493-486f-8c70-831e83eab521/L5_R0007.wav,1.31,1.28,1.26,1.3,1.08,0.73,0.68,[-2.3889  1.9985 -3.8064],[-1.3889  1.9985 -3.8064],f6bf9761-7493-486f-8c70-831e83eab521/house.obj,1.0
7b3f28a6-bac8-48b3-bfa7-61a84e648236/L3_R0010.wav,0.43,0.39,0.3,0.34,0.29,0.29,0.28,[ 1.4295  1.9    -3.2683],[ 0.4295  1.9    -3.2683],7b3f28a6-bac8-48b3-bfa7-61a84e648236/house.obj,1.0
510e1d36-b89a-4e57-91fe-87671d00977e/L1_R0037.wav,0.61,0.46,0.72,0.86,0.33,0.31,0.29,[0.5653 1.9    0.947 ],[0.5653 1.9    1.947 ],510e1d36-b89a-4e57-91fe-87671d00977e/house.obj,1.0
510e1d36-b89a-4e57-91fe-87671d00977e/L4_R0019.wav,0.67,0.55,0.7,0.65,0.45,0.42,0.39,[-3.4347  1.9    -2.053 ],[-3.4347  1.9    -1.053 ],510e1d36-b89a-4e57-91fe-87671d00977e/house.obj,1.0
78e9ca5b-4781-45dc-8417-1c82e7435761/L1_R0049.wav,0.53,0.85,1.0,1.16,0.52,0.55,0.53,[-4.2735  1.9     0.0834],[-4.2735  0.9     0.0834],78e9ca5b-4781-45dc-8417-1c82e7435761/house.obj,0.9999999999999999
2ed23edd-aebf-4fdc-bbe5-660409e5ae00/L2_R0002.wav,0.6,0.64,0.6,0.58,0.43,0.4,0.38,[-1.3057  1.9    -2.9728],[-1.3057  1.9    -1.9728],2ed23edd-aebf-4fdc-bbe5-660409e5ae00/house.obj,0.9999999999999998
2ed23edd-aebf-4fdc-bbe5-660409e5ae00/L3_R0002.wav,0.56,0.58,0.61,0.59,0.43,0.39,0.37,[-0.3057  1.9    -1.9728],[-1.3057  1.9    -1.9728],2ed23edd-aebf-4fdc-bbe5-660409e5ae00/house.obj,1.0
2ed23edd-aebf-4fdc-bbe5-660409e5ae00/L5_R0001.wav,1.01,1.03,0.86,0.74,0.49,0.48,0.44,[ 2.6943  1.9    -4.9728],[ 2.6943  1.9    -3.9728],2ed23edd-aebf-4fdc-bbe5-660409e5ae00/house.obj,1.0000000000000004
ff62772e-a408-414f-9494-b60d8404745e/L1_R0023.wav,0.52,0.66,0.54,0.58,0.74,0.85,0.8,[-3.0312  1.9    -1.1427],[-3.0312  1.9    -0.1427],ff62772e-a408-414f-9494-b60d8404745e/house.obj,1.0
ff62772e-a408-414f-9494-b60d8404745e/L2_R0020.wav,0.67,0.51,0.54,0.58,0.73,0.84,0.8,[-3.0312  0.9     0.8573],[-3.0312  0.9    -0.1427],ff62772e-a408-414f-9494-b60d8404745e/house.obj,1.0
ff62772e-a408-414f-9494-b60d8404745e/L5_R0012.wav,0.51,0.58,0.58,0.63,0.74,0.84,0.8,[-4.0312  0.9    -2.1427],[-3.0312  0.9    -2.1427],ff62772e-a408-414f-9494-b60d8404745e/house.obj,1.0
0e419fb6-6c84-4dd0-ab16-a1d561d36e69/L1_R0020.wav,0.7,0.86,0.87,0.98,0.9,0.71,0.57,[0.1935 1.9    4.6672],[0.1935 1.9    3.6672],0e419fb6-6c84-4dd0-ab16-a1d561d36e69/house.obj,1.0000000000000004
0e419fb6-6c84-4dd0-ab16-a1d561d36e69/L3_R0013.wav,0.82,0.88,0.78,1.07,1.02,0.79,0.64,[-1.8065  1.9    -0.3328],[-1.8065  1.9     0.6672],0e419fb6-6c84-4dd0-ab16-a1d561d36e69/house.obj,1.0
6fe3cf2d-8353-4541-8de2-33158182ba33/L1_R0032.wav,0.52,0.62,0.63,0.85,0.84,0.82,0.74,[-2.4614  2.     -0.3618],[-2.4614  2.      0.6382],6fe3cf2d-8353-4541-8de2-33158182ba33/house.obj,1.0
6fe3cf2d-8353-4541-8de2-33158182ba33/L5_R0042.wav,0.54,0.65,0.48,0.71,0.75,0.74,0.66,[-1.4614  2.      1.6382],[-2.4614  2.      1.6382],6fe3cf2d-8353-4541-8de2-33158182ba33/house.obj,0.9999999999999998
6fe3cf2d-8353-4541-8de2-33158182ba33/L5_R0049.wav,0.76,0.56,0.47,0.71,0.74,0.73,0.65,[-1.4614  2.      1.6382],[-1.4614  2.      2.6382],6fe3cf2d-8353-4541-8de2-33158182ba33/house.obj,0.9999999999999998
f172f900-e52d-4b1f-890d-fb6edd1b8ae8/L5_R0056.wav,0.44,0.29,0.22,0.36,0.27,0.26,0.25,[-0.0223  0.9987  3.7899],[-0.0223  0.9987  2.7899],f172f900-e52d-4b1f-890d-fb6edd1b8ae8/house.obj,1.0
f3d2a31b-305b-4630-9035-4ccf77d2b7e2/L1_R0054.wav,1.0,0.84,0.87,0.82,0.61,0.69,0.67,[-2.8839  0.9999  0.9967],[-3.8839  0.9999  0.9967],f3d2a31b-305b-4630-9035-4ccf77d2b7e2/house.obj,1.0
a0e73d7a-169e-4df4-9c48-43ccc65cff48/L2_R0057.wav,0.73,0.86,0.87,1.23,1.28,1.12,0.92,[-1.9334  0.9993  4.3416],[-0.9334  0.9993  4.3416],a0e73d7a-169e-4df4-9c48-43ccc65cff48/house.obj,1.0
a0e73d7a-169e-4df4-9c48-43ccc65cff48/L2_R0063.wav,0.73,0.8,0.83,1.22,1.28,1.12,0.91,[-1.9334  0.9993  4.3416],[-1.9334  1.9993  4.3416],a0e73d7a-169e-4df4-9c48-43ccc65cff48/house.obj,1.0
84514efe-79b4-4995-bcf9-735b593f9fcb/L1_R0003.wav,0.06,0.14,0.21,0.19,0.14,0.13,0.13,[-1.4091  1.9     1.4764],[-1.4091  0.9     1.4764],84514efe-79b4-4995-bcf9-735b593f9fcb/house.obj,0.9999999999999999
d091a071-232d-4cd1-a677-796d2126fb68/L5_R0016.wav,1.02,0.73,0.68,1.1,1.18,1.1,0.93,[-1.9913  1.9    -0.6423],[-1.9913  1.9     0.3577],d091a071-232d-4cd1-a677-796d2126fb68/house.obj,1.0
e5faa2ef-1b44-4334-ab36-3e775ab054c9/L2_R0020.wav,0.1,0.1,0.1,0.08,0.07,0.1,0.09,[0.4187 2.9    0.5122],[ 0.4187  2.9    -0.4878],e5faa2ef-1b44-4334-ab36-3e775ab054c9/house.obj,1.0
e5faa2ef-1b44-4334-ab36-3e775ab054c9/L4_R0030.wav,0.39,0.34,0.28,0.32,0.34,0.33,0.31,[-0.5813  1.9     1.5122],[-1.5813  1.9     1.5122],e5faa2ef-1b44-4334-ab36-3e775ab054c9/house.obj,0.9999999999999999
e5faa2ef-1b44-4334-ab36-3e775ab054c9/L5_R0022.wav,0.44,0.33,0.27,0.31,0.35,0.33,0.31,[-2.5813  1.9     1.5122],[-2.5813  1.9     0.5122],e5faa2ef-1b44-4334-ab36-3e775ab054c9/house.obj,1.0
008f0372-b7d0-485f-8d3e-f686dcb68d4f/L2_R0001.wav,1.96,1.89,1.4,1.07,0.61,0.57,0.52,[ 5.0157  2.     -0.3157],[ 5.0157  2.     -1.3157],008f0372-b7d0-485f-8d3e-f686dcb68d4f/house.obj,1.0
3d47d5ba-5b4c-4f9d-a5cb-bc16dc65ca44/L4_R0020.wav,0.33,0.35,0.37,0.34,0.31,0.28,0.27,[ 0.0305  1.9    -1.393 ],[ 0.0305  0.9    -1.393 ],3d47d5ba-5b4c-4f9d-a5cb-bc16dc65ca44/house.obj,0.9999999999999999
3d47d5ba-5b4c-4f9d-a5cb-bc16dc65ca44/L5_R0007.wav,0.29,0.27,0.26,0.22,0.22,0.21,0.19,[-3.9695  0.9    -4.393 ],[-3.9695  0.9    -3.393 ],3d47d5ba-5b4c-4f9d-a5cb-bc16dc65ca44/house.obj,1.0
afa0f45b-9a71-4c7c-8bb0-4b84a6ec47ea/L4_R0003.wav,0.55,0.5,0.39,0.43,0.53,0.57,0.54,[-5.0746  1.9    -9.065 ],[ -5.0746   1.9    -10.065 ],afa0f45b-9a71-4c7c-8bb0-4b84a6ec47ea/house.obj,1.0
561797bf-0be3-4b73-bade-ed9c50df36f1/L3_R0093.wav,0.66,0.72,0.69,0.59,0.52,0.51,0.46,[0.981  1.9993 3.0914],[0.981  1.9993 2.0914],561797bf-0be3-4b73-bade-ed9c50df36f1/house.obj,1.0
1af21af5-a873-492c-b201-c8d3eb4888b4/L1_R0001.wav,0.15,0.1,0.12,0.18,0.17,0.16,0.15,[-3.4351  0.9    -3.9357],[-3.4351  1.9    -3.9357],1af21af5-a873-492c-b201-c8d3eb4888b4/house.obj,0.9999999999999999
1af21af5-a873-492c-b201-c8d3eb4888b4/L3_R0001.wav,0.3,0.27,0.27,0.34,0.33,0.31,0.31,[-3.4351  1.9    -2.9357],[-3.4351  1.9    -3.9357],1af21af5-a873-492c-b201-c8d3eb4888b4/house.obj,1.0
84792e19-2521-40c2-864b-c755010f6c00/L1_R0056.wav,0.17,0.22,0.27,0.3,0.24,0.23,0.23,[1.722  0.9993 2.5008],[1.722  1.9993 2.5008],84792e19-2521-40c2-864b-c755010f6c00/house.obj,1.0
822213ac-e850-4189-ae92-5a9e0946be04/L1_R0029.wav,0.41,0.57,0.53,0.46,0.42,0.39,0.37,[ 2.9114  0.9995 -3.0054],[ 2.9114  0.9995 -2.0054],822213ac-e850-4189-ae92-5a9e0946be04/house.obj,1.0
d24d2b14-230c-43e3-9bcb-ad455f1931cf/L1_R0004.wav,1.25,0.75,0.65,0.86,0.92,0.94,0.84,[-3.1199  1.9    -0.1564],[-3.1199  1.9    -1.1564],d24d2b14-230c-43e3-9bcb-ad455f1931cf/house.obj,1.0
d24d2b14-230c-43e3-9bcb-ad455f1931cf/L2_R0003.wav,1.51,0.75,0.64,0.85,0.9,0.92,0.83,[-4.1199  1.9    -0.1564],[-4.1199  1.9    -1.1564],d24d2b14-230c-43e3-9bcb-ad455f1931cf/house.obj,1.0
d24d2b14-230c-43e3-9bcb-ad455f1931cf/L3_R0001.wav,1.16,0.8,0.62,0.83,0.9,0.91,0.82,[-3.1199  1.9    -2.1564],[-4.1199  1.9    -2.1564],d24d2b14-230c-43e3-9bcb-ad455f1931cf/house.obj,1.0000000000000004
8072be53-ff54-4db6-9fba-7f9a9b1430e1/L2_R0001.wav,0.36,0.36,0.25,0.24,0.25,0.23,0.21,[-0.1194  1.9    -3.883 ],[-0.1194  0.9    -3.883 ],8072be53-ff54-4db6-9fba-7f9a9b1430e1/house.obj,0.9999999999999999
e76449f3-2e35-4597-8382-bc258aaeae09/L2_R0007.wav,0.29,0.24,0.18,0.21,0.24,0.22,0.19,[-0.5531  1.9    -2.1151],[-0.5531  1.9    -1.1151],e76449f3-2e35-4597-8382-bc258aaeae09/house.obj,1.0
e76449f3-2e35-4597-8382-bc258aaeae09/L4_R0003.wav,0.23,0.18,0.18,0.22,0.23,0.21,0.19,[ 2.4469  1.9    -4.1151],[ 1.4469  1.9    -4.1151],e76449f3-2e35-4597-8382-bc258aaeae09/house.obj,0.9999999999999998
e76449f3-2e35-4597-8382-bc258aaeae09/L4_R0004.wav,0.21,0.19,0.18,0.22,0.23,0.21,0.2,[ 2.4469  1.9    -4.1151],[ 2.4469  1.9    -3.1151],e76449f3-2e35-4597-8382-bc258aaeae09/house.obj,1.0
1e16532d-1ec8-42c6-a66f-ef21e31c22c1/L5_R0116.wav,0.9,0.69,0.87,0.65,0.64,0.61,0.54,[2.4991 1.9993 5.8253],[1.4991 1.9993 5.8253],1e16532d-1ec8-42c6-a66f-ef21e31c22c1/house.obj,0.9999999999999998
ad428fbd-a2cf-4693-a858-e5e64ba48026/L2_R0010.wav,0.66,0.94,0.88,0.83,0.73,0.55,0.43,[ 2.2392  1.9    -4.2869],[ 1.2392  1.9    -4.2869],ad428fbd-a2cf-4693-a858-e5e64ba48026/house.obj,0.9999999999999998
ad428fbd-a2cf-4693-a858-e5e64ba48026/L5_R0026.wav,0.61,0.79,0.81,0.82,0.7,0.56,0.47,[ 3.2392  1.9    -3.2869],[ 3.2392  1.9    -2.2869],ad428fbd-a2cf-4693-a858-e5e64ba48026/house.obj,1.0
fd0f6fb9-85c7-4524-abf6-4bf928bf92c1/L1_R0035.wav,0.24,0.2,0.16,0.22,0.23,0.21,0.2,[-0.5421  1.      0.9612],[0.4579 1.     0.9612],fd0f6fb9-85c7-4524-abf6-4bf928bf92c1/house.obj,1.0
30bcec0e-6d55-43e0-905c-8579521db778/L2_R0009.wav,0.97,0.94,1.01,1.01,0.58,0.57,0.56,[-1.1     1.7596 -0.1307],[-0.1     1.7596 -0.1307],30bcec0e-6d55-43e0-905c-8579521db778/house.obj,1.0
261d4fa5-770a-4184-95af-16d9327c21e1/L1_R0002.wav,0.58,0.57,0.6,0.52,0.45,0.41,0.39,[-0.6744  1.9    -2.0671],[-0.6744  1.9    -3.0671],261d4fa5-770a-4184-95af-16d9327c21e1/house.obj,1.0
261d4fa5-770a-4184-95af-16d9327c21e1/L2_R0004.wav,0.63,0.46,0.35,0.45,0.43,0.41,0.38,[ 2.3256  1.9    -2.0671],[ 2.3256  1.9    -3.0671],261d4fa5-770a-4184-95af-16d9327c21e1/house.obj,1.0
261d4fa5-770a-4184-95af-16d9327c21e1/L2_R0011.wav,0.61,0.45,0.38,0.43,0.42,0.41,0.38,[ 2.3256  1.9    -2.0671],[ 2.3256  1.9    -1.0671],261d4fa5-770a-4184-95af-16d9327c21e1/house.obj,1.0
070bb554-f9b7-4b80-a1a2-fc91f1c861fb/L3_R0044.wav,0.11,0.09,0.11,0.19,0.19,0.17,0.15,[ 3.9037  0.9    -0.0764],[ 3.9037  1.9    -0.0764],070bb554-f9b7-4b80-a1a2-fc91f1c861fb/house.obj,0.9999999999999999
4af67e06-6f16-46b8-ac12-dd8f0d481906/L1_R0062.wav,1.03,1.0,0.87,0.63,0.7,0.72,0.68,[-0.3901  0.9998 -0.5021],[-0.3901  0.9998 -1.5021],4af67e06-6f16-46b8-ac12-dd8f0d481906/house.obj,1.0
ce427ceb-7eb7-423e-b68b-d01cf1fa516a/L1_R0001.wav,0.1,0.09,0.11,0.18,0.19,0.17,0.15,[-1.7111  1.9988 -6.2428],[-1.7111  0.9988 -6.2428],ce427ceb-7eb7-423e-b68b-d01cf1fa516a/house.obj,0.9999999999999999
d63a99e5-6b3d-4a99-8408-437794a5ea31/L1_R0053.wav,0.49,0.35,0.4,0.58,0.66,0.7,0.66,[-0.2811  0.9993  3.0795],[-0.2811  0.9993  2.0795],d63a99e5-6b3d-4a99-8408-437794a5ea31/house.obj,1.0
62d0964d-a9c3-4f54-a1d5-4709a289193f/L1_R0002.wav,0.49,0.42,0.35,0.5,0.48,0.47,0.42,[-3.0542  0.9     1.9328],[-3.0542  0.9     2.9328],62d0964d-a9c3-4f54-a1d5-4709a289193f/house.obj,0.9999999999999998
62d0964d-a9c3-4f54-a1d5-4709a289193f/L2_R0001.wav,0.39,0.35,0.38,0.49,0.47,0.46,0.42,[-4.0542  0.9     1.9328],[-4.0542  1.9     1.9328],62d0964d-a9c3-4f54-a1d5-4709a289193f/house.obj,0.9999999999999999
62d0964d-a9c3-4f54-a1d5-4709a289193f/L4_R0004.wav,0.57,0.35,0.37,0.5,0.49,0.48,0.44,[-3.0542  1.9     1.9328],[-3.0542  1.9     2.9328],62d0964d-a9c3-4f54-a1d5-4709a289193f/house.obj,0.9999999999999998
88746b30-d6c3-4bf2-b977-d4979f90b050/L1_R0040.wav,0.09,0.08,0.08,0.1,0.12,0.13,0.12,[ 3.1695  0.9994 -1.1898],[ 4.1695  0.9994 -1.1898],88746b30-d6c3-4bf2-b977-d4979f90b050/house.obj,1.0
88746b30-d6c3-4bf2-b977-d4979f90b050/L4_R0026.wav,0.09,0.22,0.19,0.18,0.19,0.17,0.15,[-2.8305  1.9994 -2.1898],[-3.8305  1.9994 -2.1898],88746b30-d6c3-4bf2-b977-d4979f90b050/house.obj,1.0
94b0b508-e122-4300-a4b4-e3c5fb52a06d/L3_R0004.wav,0.88,0.76,0.88,0.86,0.43,0.41,0.4,[0.2929 1.9    0.2012],[0.2929 1.9    1.2012],94b0b508-e122-4300-a4b4-e3c5fb52a06d/house.obj,1.0
f30caa49-6bfc-4511-9b51-b5268d012db6/L3_R0110.wav,0.37,0.53,0.35,0.27,0.29,0.28,0.28,[3.1132 2.     3.1652],[3.1132 1.     3.1652],f30caa49-6bfc-4511-9b51-b5268d012db6/house.obj,1.0
254a69b2-abef-4975-9c96-05649f1efd28/L2_R0002.wav,0.58,0.67,0.66,0.73,0.6,0.54,0.47,[0.9768 1.9    4.7159],[-0.0232  1.9     4.7159],254a69b2-abef-4975-9c96-05649f1efd28/house.obj,1.0
254a69b2-abef-4975-9c96-05649f1efd28/L3_R0001.wav,0.5,0.56,0.59,0.7,0.63,0.57,0.5,[0.9768 1.9    1.7159],[0.9768 1.9    0.7159],254a69b2-abef-4975-9c96-05649f1efd28/house.obj,1.0
462dd763-dfa8-4226-bfc8-40ff6d20b3b0/L2_R0015.wav,0.35,0.31,0.39,0.38,0.31,0.28,0.25,[-1.4732  0.9    -2.8018],[-1.4732  0.9    -3.8018],462dd763-dfa8-4226-bfc8-40ff6d20b3b0/house.obj,1.0
513d37f2-66cc-4898-bff0-01454b7f49d6/L2_R0003.wav,0.44,0.62,0.63,0.58,0.44,0.38,0.35,[ 0.451   0.9986 -0.9579],[0.451  0.9986 0.0421],513d37f2-66cc-4898-bff0-01454b7f49d6/house.obj,1.0
513d37f2-66cc-4898-bff0-01454b7f49d6/L3_R0012.wav,0.27,0.29,0.27,0.27,0.29,0.28,0.26,[1.451  0.9986 2.0421],[1.451  1.9986 2.0421],513d37f2-66cc-4898-bff0-01454b7f49d6/house.obj,0.9999999999999999
513d37f2-66cc-4898-bff0-01454b7f49d6/L4_R0015.wav,0.32,0.24,0.23,0.27,0.29,0.27,0.26,[0.451  1.9986 3.0421],[0.451  0.9986 3.0421],513d37f2-66cc-4898-bff0-01454b7f49d6/house.obj,0.9999999999999999
05d05b98-e95c-4671-935d-7af6a1468d07/L4_R0034.wav,0.45,0.61,0.65,0.83,0.79,0.61,0.51,[ 1.2603  2.     -0.9321],[ 1.2603  1.     -0.9321],05d05b98-e95c-4671-935d-7af6a1468d07/house.obj,1.0
dba186ea-8a71-47c2-a88f-5c2ad23b7a7d/L3_R0061.wav,0.52,0.58,0.57,0.65,0.6,0.55,0.48,[1.7512 0.9998 1.893 ],[0.7512 0.9998 1.893 ],dba186ea-8a71-47c2-a88f-5c2ad23b7a7d/house.obj,1.0
dba186ea-8a71-47c2-a88f-5c2ad23b7a7d/L5_R0062.wav,0.5,0.51,0.48,0.57,0.54,0.47,0.39,[-2.2488  1.9998  1.893 ],[-3.2488  1.9998  1.893 ],dba186ea-8a71-47c2-a88f-5c2ad23b7a7d/house.obj,1.0
591bd837-693c-4f91-bef7-fabf1c0ea146/L5_R0007.wav,0.42,0.45,0.48,0.49,0.44,0.38,0.34,[ 1.6125  1.9    -1.7956],[ 1.6125  1.9    -0.7956],591bd837-693c-4f91-bef7-fabf1c0ea146/house.obj,1.0
4c7c8de2-d3bf-4a17-96ba-ecc7f2e3d948/L3_R0022.wav,0.27,0.33,0.44,0.46,0.35,0.35,0.37,[-2.5905  0.9     0.6475],[-1.5905  0.9     0.6475],4c7c8de2-d3bf-4a17-96ba-ecc7f2e3d948/house.obj,1.0
4c7c8de2-d3bf-4a17-96ba-ecc7f2e3d948/L4_R0018.wav,0.35,0.38,0.31,0.35,0.37,0.37,0.37,[ 2.4095  1.9    -2.3525],[ 2.4095  1.9    -1.3525],4c7c8de2-d3bf-4a17-96ba-ecc7f2e3d948/house.obj,1.0
69616c1a-d503-407c-bdd5-923f1484522d/L3_R0012.wav,0.38,0.37,0.33,0.3,0.34,0.3,0.29,[ 6.0763  1.9    -5.0367],[ 6.0763  1.9    -4.0367],69616c1a-d503-407c-bdd5-923f1484522d/house.obj,1.0
0c1cea01-e28f-45dd-87df-6f906054c364/L5_R0021.wav,0.61,0.5,0.58,0.74,0.73,0.71,0.64,[ 5.2987  1.9    -1.6178],[ 4.2987  1.9    -1.6178],0c1cea01-e28f-45dd-87df-6f906054c364/house.obj,1.0
bb5491f0-2af5-4bf5-b7fd-562d24539f96/L2_R0061.wav,0.21,0.15,0.2,0.45,0.21,0.16,0.15,[ 0.187   1.9992 -1.829 ],[ 0.187   0.9992 -1.829 ],bb5491f0-2af5-4bf5-b7fd-562d24539f96/house.obj,1.0
b23b5e21-6d3e-4de0-80ad-6591c5f11811/L2_R0003.wav,1.86,1.71,1.01,0.9,0.8,0.67,0.55,[ 0.255  4.9   -0.35 ],[-0.745  4.9   -0.35 ],b23b5e21-6d3e-4de0-80ad-6591c5f11811/house.obj,1.0
b23b5e21-6d3e-4de0-80ad-6591c5f11811/L2_R0004.wav,2.32,1.7,1.2,0.93,0.79,0.67,0.55,[ 0.255  4.9   -0.35 ],[0.255 4.9   0.65 ],b23b5e21-6d3e-4de0-80ad-6591c5f11811/house.obj,1.0
b23b5e21-6d3e-4de0-80ad-6591c5f11811/L3_R0005.wav,0.1,0.06,0.03,0.03,0.04,0.03,0.03,[0.255 1.9   4.65 ],[-0.745  1.9    4.65 ],b23b5e21-6d3e-4de0-80ad-6591c5f11811/house.obj,1.0
b23b5e21-6d3e-4de0-80ad-6591c5f11811/L5_R0002.wav,1.93,1.66,1.01,0.83,0.77,0.65,0.54,[ 0.255  4.9   -2.35 ],[ 0.255  4.9   -1.35 ],b23b5e21-6d3e-4de0-80ad-6591c5f11811/house.obj,1.0
a66bbfeb-dc00-42c6-b9c2-62bd75651c32/L1_R0010.wav,0.17,0.25,0.21,0.31,0.32,0.29,0.27,[-2.0783  0.9    -1.5079],[-2.0783  1.9    -1.5079],a66bbfeb-dc00-42c6-b9c2-62bd75651c32/house.obj,0.9999999999999999
a66bbfeb-dc00-42c6-b9c2-62bd75651c32/L3_R0001.wav,0.19,0.25,0.25,0.3,0.32,0.3,0.28,[-1.0783  0.9    -3.5079],[-2.0783  0.9    -3.5079],a66bbfeb-dc00-42c6-b9c2-62bd75651c32/house.obj,1.0
